거래시간,지역, 태양광 발전량(MWh) 
13,경기도,95.39
14,경기도,92.32
15,경기도,86.71
16,경기도,72.94
17,경기도,55.35
18,경기도,30.68
19,경기도,20.12
20,경기도,15.73
21,경기도,12.22
22,경기도,6.92
23,경기도,2.17
24,경기도,0.3
1,강원도,1.02
2,강원도,0.38
3,강원도,0.02
4,강원도,0.01
5,강원도,0.04
6,강원도,0.02
7,강원도,6.73
8,강원도,34.72
9,강원도,83.5
10,강원도,151.59
11,강원도,136.21
12,강원도,157.69
13,강원도,159.98
14,강원도,173.78
15,강원도,172.28
16,강원도,139.23
17,강원도,110.54
18,강원도,66.56
19,강원도,64.31
20,강원도,63.55
21,강원도,54.05
22,강원도,27.02
23,강원도,11.39
24,강원도,2.54
1,경상남도,1.18
2,경상남도,0.95
3,경상남도,0.6
4,경상남도,0.43
5,경상남도,0.02
6,경상남도,0.01
7,경상남도,5.43
8,경상남도,36.04
9,경상남도,84.87
10,경상남도,121.99
11,경상남도,123.75
12,경상남도,135.35
13,경상남도,139.93
14,경상남도,146.51
15,경상남도,150.9
16,경상남도,135.31
17,경상남도,99.89
18,경상남도,64.4
19,경상남도,29.31
20,경상남도,26.77
21,경상남도,19.91
22,경상남도,13.52
23,경상남도,4.9
24,경상남도,1.09
1,경상북도,1.38
2,경상북도,0.72
3,경상북도,0.41
4,경상북도,0.01
5,경상북도,0.01
6,경상북도,0.07
7,경상북도,11.51
8,경상북도,64.31
9,경상북도,146.99
10,경상북도,225.15
11,경상북도,212.66
12,경상북도,234.08
13,경상북도,242.92
14,경상북도,262.3
15,경상북도,276.73
16,경상북도,238.44
17,경상북도,170.38
18,경상북도,94.11
19,경상북도,49
20,경상북도,65.28
21,경상북도,68.14
22,경상북도,51.75
23,경상북도,21.85
24,경상북도,4.08
1,전라남도,2.5
2,전라남도,1.75
3,전라남도,1.39
4,전라남도,0.75
5,전라남도,0.04
6,전라남도,0.04
7,전라남도,19.2
8,전라남도,137.86
9,전라남도,340.43
10,전라남도,631.52
11,전라남도,383.71
12,전라남도,421.97
13,전라남도,444.44
14,전라남도,581.92
15,전라남도,815.72
16,전라남도,717.32
17,전라남도,526.64
18,전라남도,580.03
19,전라남도,452.19
20,전라남도,475.28
21,전라남도,316.56
22,전라남도,149.38
23,전라남도,16.71
24,전라남도,3.23
1,전라북도,0.96
2,전라북도,1.03
3,전라북도,0.46
4,전라북도,0.07
5,전라북도,0.05
6,전라북도,0.03
7,전라북도,4.17
8,전라북도,31.99
9,전라북도,82.43
10,전라북도,129.08
11,전라북도,116.78
12,전라북도,138.23
13,전라북도,144.57
14,전라북도,163.25
15,전라북도,184.58
16,전라북도,161.26
17,전라북도,122.65
18,전라북도,80.54
19,전라북도,52.31
20,전라북도,62.19
21,전라북도,54.23
22,전라북도,33.28
23,전라북도,10.82
24,전라북도,2.4
1,충청남도,0.08
2,충청남도,0.03
3,충청남도,0.02
4,충청남도,0.02
5,충청남도,0
6,충청남도,0
7,충청남도,12.66
8,충청남도,80.52
9,충청남도,173.94
10,충청남도,266.02
11,충청남도,235.25
12,충청남도,274.11
13,충청남도,295.38
14,충청남도,333.75
15,충청남도,348.97
16,충청남도,293.81
17,충청남도,249.69
18,충청남도,178.88
19,충청남도,117.27
20,충청남도,90.15
21,충청남도,74.23
22,충청남도,40.21
23,충청남도,7.71
24,충청남도,1.39
1,충청북도,0.17
2,충청북도,0.08
3,충청북도,0.05
4,충청북도,0.04
5,충청북도,0.02
6,충청북도,0.04
7,충청북도,3.15
8,충청북도,19.29
9,충청북도,51.64
10,충청북도,84.83
11,충청북도,71.59
12,충청북도,79.28
13,충청북도,88.46
14,충청북도,95.96
15,충청북도,116.9
16,충청북도,104.44
17,충청북도,74.85
18,충청북도,60.43
19,충청북도,47.45
20,충청북도,44.9
21,충청북도,32.49
22,충청북도,19.22
23,충청북도,7.12
24,충청북도,1.27
1,제주도,0.01
2,제주도,0.01
3,제주도,0
4,제주도,0.01
5,제주도,0
6,제주도,0
7,제주도,4.99
8,제주도,41.29
9,제주도,96.9
10,제주도,143.5
11,제주도,165.13
12,제주도,174.65
13,제주도,172.43
14,제주도,175.59
15,제주도,160.59
16,제주도,122.45
17,제주도,73.01
18,제주도,37.82
19,제주도,13.75
20,제주도,8.55
21,제주도,6.3
22,제주도,2.42
23,제주도,0.99
24,제주도,0.15
1,서울시,   
2,서울시,   
3,서울시,   
4,서울시,   
5,서울시,   
6,서울시,   
7,서울시,0.26
8,서울시,1.1
9,서울시,2.52
10,서울시,4.61
11,서울시,5.86
12,서울시,7.46
13,서울시,7.81
14,서울시,6.59
15,서울시,5.32
16,서울시,3.68
17,서울시,2.91
18,서울시,1.43
19,서울시,0.31
20,서울시,0.01
21,서울시,   
22,서울시,   
23,서울시,   
24,서울시,   
1,인천시,   
2,인천시,   
3,인천시,   
4,인천시,   
5,인천시,   
6,인천시,0
7,인천시,0.62
8,인천시,1.98
9,인천시,5.6
10,인천시,7.98
11,인천시,10.21
12,인천시,14.17
13,인천시,17.35
14,인천시,19.77
15,인천시,16.25
16,인천시,11.58
17,인천시,16.05
18,인천시,9.54
19,인천시,7.85
20,인천시,2.27
21,인천시,0.78
22,인천시,0.1
23,인천시,   
24,인천시,   
1,대전시,   
2,대전시,   
3,대전시,   
4,대전시,   
5,대전시,   
6,대전시,   
7,대전시,0.13
8,대전시,0.88
9,대전시,2.21
10,대전시,4.6
11,대전시,6.57
12,대전시,7.19
13,대전시,7.6
14,대전시,7.39
15,대전시,6.83
16,대전시,5.69
17,대전시,4.08
18,대전시,2.06
19,대전시,0.43
20,대전시,0
21,대전시,   
22,대전시,   
23,대전시,   
24,대전시,   
1,광주시,0.18
2,광주시,0.03
3,광주시,0
4,광주시,   
5,광주시,   
6,광주시,   
7,광주시,0.44
8,광주시,4.43
9,광주시,15.87
10,광주시,25.5
11,광주시,32.46
12,광주시,36.26
13,광주시,36.76
14,광주시,35.64
15,광주시,33.42
16,광주시,28.09
17,광주시,20.3
18,광주시,10.42
19,광주시,3.72
20,광주시,1.85
21,광주시,2.25
22,광주시,1.3
23,광주시,0.27
24,광주시,0
1,대구시,0
2,대구시,0
3,대구시,   
4,대구시,   
5,대구시,   
6,대구시,0
7,대구시,0.94
8,대구시,5.23
9,대구시,11.81
10,대구시,17.72
11,대구시,18.81
12,대구시,20.66
13,대구시,21.13
14,대구시,21.12
15,대구시,21.46
16,대구시,17.91
17,대구시,12.87
18,대구시,6.97
19,대구시,2.24
20,대구시,3.76
21,대구시,3.08
22,대구시,2.05
23,대구시,0.24
24,대구시,0
1,세종시,   
2,세종시,   
3,세종시,   
4,세종시,   
5,세종시,   
6,세종시,   
7,세종시,0.23
8,세종시,2.2
9,세종시,5.98
10,세종시,9.39
11,세종시,8.6
12,세종시,10.25
13,세종시,11.87
14,세종시,12.19
15,세종시,11.68
16,세종시,9.66
17,세종시,7.01
18,세종시,5.61
19,세종시,2.99
20,세종시,2.24
21,세종시,1.17
22,세종시,0.08
23,세종시,   
24,세종시,   
1,울산시,   
2,울산시,   
3,울산시,   
4,울산시,   
5,울산시,   
6,울산시,0
7,울산시,0.94
8,울산시,5.21
9,울산시,10.9
10,울산시,15.44
11,울산시,18.28
12,울산시,19.89
13,울산시,20.24
14,울산시,19.54
15,울산시,17.9
16,울산시,14.64
17,울산시,9.92
18,울산시,4.53
19,울산시,0.91
20,울산시,0.07
21,울산시,0.02
22,울산시,   
23,울산시,   
24,울산시,   
1,부산시,0.18
2,부산시,   
3,부산시,   
4,부산시,   
5,부산시,   
6,부산시,0
7,부산시,2
8,부산시,10.91
9,부산시,22.26
10,부산시,31.31
11,부산시,34.33
12,부산시,37.3
13,부산시,38.53
14,부산시,37.66
15,부산시,34.67
16,부산시,28.74
17,부산시,19.47
18,부산시,11.04
19,부산시,4.6
20,부산시,2.67
21,부산시,1.74
22,부산시,0.63
23,부산시,0.19
24,부산시,0.19
1,경기도,0.14
2,경기도,0.04
3,경기도,   
4,경기도,   
5,경기도,   
6,경기도,0.01
7,경기도,3.67
8,경기도,14.15
9,경기도,31.88
10,경기도,50.9
11,경기도,49.12
12,경기도,53.37
13,경기도,58.81
14,경기도,58.81
15,경기도,63.38
16,경기도,63.27
17,경기도,48.35
18,경기도,29.68
19,경기도,19.16
20,경기도,13.79
21,경기도,10.45
22,경기도,5.16
23,경기도,1.32
24,경기도,0.18
1,강원도,1.02
2,강원도,0.38
3,강원도,0.02
4,강원도,0.01
5,강원도,0
6,강원도,0.02
7,강원도,4.6
8,강원도,27.02
9,강원도,59.59
10,강원도,90.02
11,강원도,81.04
12,강원도,73.44
13,강원도,77.11
14,강원도,75.42
15,강원도,76.76
16,강원도,70.43
17,강원도,78.47
18,강원도,39.51
19,강원도,39.28
20,강원도,32.17
21,강원도,27.49
22,강원도,17.37
23,강원도,6.36
24,강원도,0.71
1,경상남도,1.18
2,경상남도,0.95
3,경상남도,0.6
4,경상남도,0.43
5,경상남도,0.02
6,경상남도,0
7,경상남도,4.96
8,경상남도,29.1
9,경상남도,68.29
10,경상남도,99.14
11,경상남도,96.99
12,경상남도,99.87
13,경상남도,109.16
14,경상남도,119.01
15,경상남도,120.03
16,경상남도,107.88
17,경상남도,82.45
18,경상남도,59.1
19,경상남도,31.43
20,경상남도,26.24
21,경상남도,19.48
22,경상남도,13.73
23,경상남도,5.23
24,경상남도,1.2
1,경상북도,1.38
2,경상북도,0.72
3,경상북도,0.4
4,경상북도,0.01
5,경상북도,0.01
6,경상북도,0.05
7,경상북도,8.8
8,경상북도,37.85
9,경상북도,74.56
10,경상북도,119.98
11,경상북도,144.91
12,경상북도,172.36
13,경상북도,183.97
14,경상북도,197.53
15,경상북도,213.7
16,경상북도,192.55
17,경상북도,147.26
18,경상북도,83.59
19,경상북도,49.04
20,경상북도,65.28
21,경상북도,62.75
22,경상북도,45.98
23,경상북도,17.03
24,경상북도,3.34
1,전라남도,1.76
2,전라남도,1.32
3,전라남도,1.3
4,전라남도,0.72
5,전라남도,0.05
6,전라남도,0.01
7,전라남도,20.94
8,전라남도,146.09
9,전라남도,355.16
10,전라남도,542.79
11,전라남도,286.64
12,전라남도,315.89
13,전라남도,365.22
14,전라남도,405.26
15,전라남도,627.69
16,전라남도,644.81
17,전라남도,482.11
18,전라남도,544.83
19,전라남도,440.41
20,전라남도,475.99
21,전라남도,322.3
22,전라남도,154.8
23,전라남도,20.67
24,전라남도,5.69
1,전라북도,0.98
2,전라북도,1.02
3,전라북도,0.51
4,전라북도,0.07
5,전라북도,0.05
6,전라북도,0.04
7,전라북도,5.86
8,전라북도,38.5
9,전라북도,84.13
10,전라북도,118.57
11,전라북도,97.25
12,전라북도,112.18
13,전라북도,122.63
14,전라북도,142.4
15,전라북도,163.73
16,전라북도,151.79
17,전라북도,117.08
18,전라북도,77.33
19,전라북도,49.69
20,전라북도,62.72
21,전라북도,54.49
22,전라북도,33.58
23,전라북도,10.71
24,전라북도,2.51
1,충청남도,0.07
2,충청남도,0.05
3,충청남도,0.02
4,충청남도,0.01
5,충청남도,0
6,충청남도,0
7,충청남도,7.42
8,충청남도,51.51
9,충청남도,152.95
10,충청남도,233.25
11,충청남도,202.35
12,충청남도,236.99
13,충청남도,251.24
14,충청남도,272.73
15,충청남도,291.73
16,충청남도,279.9
17,충청남도,241.57
18,충청남도,169.67
19,충청남도,112.25
20,충청남도,89.43
21,충청남도,71.3
22,충청남도,39.01
23,충청남도,7.76
24,충청남도,1.34
1,충청북도,0.22
2,충청북도,0.11
3,충청북도,0.05
4,충청북도,0.38
5,충청북도,0.72
6,충청북도,0.77
7,충청북도,4.78
8,충청북도,22.4
9,충청북도,50.18
10,충청북도,75.01
11,충청북도,63.37
12,충청북도,70.28
13,충청북도,77.79
14,충청북도,75.58
15,충청북도,85.26
16,충청북도,87.58
17,충청북도,66.75
18,충청북도,56.31
19,충청북도,46.14
20,충청북도,44.17
21,충청북도,30.1
22,충청북도,17.59
23,충청북도,6.86
24,충청북도,1.72
1,제주도,0.01
2,제주도,0.07
3,제주도,0
4,제주도,0
5,제주도,0
6,제주도,0
7,제주도,5.47
8,제주도,40.4
9,제주도,91.97
10,제주도,135.31
11,제주도,166.36
12,제주도,183.09
13,제주도,181.6
14,제주도,177.49
15,제주도,161.7
16,제주도,118.3
17,제주도,76.74
18,제주도,38.84
19,제주도,13.55
20,제주도,8.45
21,제주도,6.11
22,제주도,2.27
23,제주도,1.05
24,제주도,0.17
1,서울시,   
2,서울시,   
3,서울시,   
4,서울시,   
5,서울시,   
6,서울시,   
7,서울시,0.26
8,서울시,1.04
9,서울시,1.93
10,서울시,2.8
11,서울시,2.28
12,서울시,1.4
13,서울시,3.35
14,서울시,2.42
15,서울시,3.37
16,서울시,3.44
17,서울시,2.37
18,서울시,1.15
19,서울시,0.34
20,서울시,0.01
21,서울시,   
22,서울시,   
23,서울시,   
24,서울시,   
1,인천시,   
2,인천시,   
3,인천시,   
4,인천시,   
5,인천시,0
6,인천시,   
7,인천시,0.32
8,인천시,1.22
9,인천시,4.18
10,인천시,4.82
11,인천시,6.48
12,인천시,5.75
13,인천시,8.73
14,인천시,6.66
15,인천시,7.72
16,인천시,14.08
17,인천시,15.03
18,인천시,9.29
19,인천시,4.34
20,인천시,0.52
21,인천시,   
22,인천시,   
23,인천시,   
24,인천시,   
1,대전시,   
2,대전시,   
3,대전시,   
4,대전시,   
5,대전시,   
6,대전시,   
7,대전시,0.15
8,대전시,1.01
9,대전시,2.79
10,대전시,4.18
11,대전시,4.68
12,대전시,5.63
13,대전시,5.71
14,대전시,6.48
15,대전시,6.14
16,대전시,4.71
17,대전시,2.75
18,대전시,1.62
19,대전시,0.28
20,대전시,   
21,대전시,   
22,대전시,   
23,대전시,   
24,대전시,   
1,광주시,0
2,광주시,0
3,광주시,0
4,광주시,   
5,광주시,   
6,광주시,0
7,광주시,0.77
8,광주시,3.8
9,광주시,11.01
10,광주시,11.73
11,광주시,16.12
12,광주시,23.95
13,광주시,27.19
14,광주시,26.48
15,광주시,25.91
16,광주시,25.1
17,광주시,17.7
18,광주시,10.47
19,광주시,4.87
20,광주시,2.28
21,광주시,1.97
22,광주시,0.99
23,광주시,0.38
24,광주시,0
1,대구시,0
2,대구시,0
3,대구시,   
4,대구시,   
5,대구시,   
6,대구시,0
7,대구시,0.91
8,대구시,3.66
9,대구시,6.01
10,대구시,9.91
11,대구시,8.86
12,대구시,9.46
13,대구시,16.07
14,대구시,16.89
15,대구시,16.52
16,대구시,14.76
17,대구시,12.04
18,대구시,6.63
19,대구시,2.45
20,대구시,3.75
21,대구시,3.08
22,대구시,1.99
23,대구시,0.16
24,대구시,0
1,세종시,   
2,세종시,   
3,세종시,   
4,세종시,   
5,세종시,   
6,세종시,   
7,세종시,0.38
8,세종시,2.59
9,세종시,5.54
10,세종시,8.74
11,세종시,9.7
12,세종시,10.67
13,세종시,8.8
14,세종시,9.88
15,세종시,9.91
16,세종시,8.7
17,세종시,5.96
18,세종시,5.13
19,세종시,2.9
20,세종시,2.23
21,세종시,1.06
22,세종시,   
23,세종시,   
24,세종시,   
1,울산시,   
2,울산시,   
3,울산시,   
4,울산시,   
5,울산시,   
6,울산시,   
7,울산시,0.75
8,울산시,3.24
9,울산시,5.89
10,울산시,7.34
11,울산시,10.95
12,울산시,11.43
13,울산시,17.16
14,울산시,17.73
15,울산시,16.36
16,울산시,12.48
17,울산시,7.25
18,울산시,3.57
19,울산시,0.81
20,울산시,0.07
21,울산시,0.02
22,울산시,   
23,울산시,   
24,울산시,   
1,부산시,0.18
2,부산시,   
3,부산시,   
4,부산시,   
5,부산시,   
6,부산시,   
7,부산시,1.78
8,부산시,9.72
9,부산시,20.25
10,부산시,29.61
11,부산시,33.31
12,부산시,36.72
13,부산시,37.44
14,부산시,36.08
15,부산시,34.45
16,부산시,27.99
17,부산시,18.05
18,부산시,10.39
19,부산시,4.55
20,부산시,2.58
21,부산시,1.74
22,부산시,0.63
23,부산시,0.19
24,부산시,0.19
1,경기도,0
2,경기도,   
3,경기도,   
4,경기도,   
5,경기도,   
6,경기도,   
7,경기도,1.69
8,경기도,14.58
9,경기도,26.61
10,경기도,46.23
11,경기도,44.19
12,경기도,49.47
13,경기도,52.49
14,경기도,24.6
15,경기도,26.49
16,경기도,26.63
17,경기도,23.4
18,경기도,16.59
19,경기도,11.72
20,경기도,9.75
21,경기도,5.14
22,경기도,1.8
23,경기도,0.02
24,경기도,   
1,강원도,0.04
2,강원도,0.03
3,강원도,0.02
4,강원도,0.01
5,강원도,   
6,강원도,0.02
7,강원도,5.47
8,강원도,26.38
9,강원도,57.41
10,강원도,93.28
11,강원도,89.79
12,강원도,94.17
13,강원도,90.79
14,강원도,71.22
15,강원도,29.04
16,강원도,24.47
17,강원도,46.8
18,강원도,46.91
19,강원도,45.17
20,강원도,32.11
21,강원도,26.13
22,강원도,11.66
23,강원도,3.24
24,강원도,1.06
1,경상남도,1.17
2,경상남도,0.95
3,경상남도,0.6
4,경상남도,0.43
5,경상남도,0.02
6,경상남도,0.01
7,경상남도,7.02
8,경상남도,27.24
9,경상남도,61.02
10,경상남도,74.38
11,경상남도,75.03
12,경상남도,79.2
13,경상남도,78.12
14,경상남도,82.77
15,경상남도,93.99
16,경상남도,85.62
17,경상남도,60.91
18,경상남도,39.58
19,경상남도,23.8
20,경상남도,23.98
21,경상남도,16.98
22,경상남도,7.77
23,경상남도,2.51
24,경상남도,0.78
1,경상북도,2.02
2,경상북도,0.18
3,경상북도,0.04
4,경상북도,0.01
5,경상북도,0
6,경상북도,0.05
7,경상북도,5.31
8,경상북도,36.71
9,경상북도,76.42
10,경상북도,116.51
11,경상북도,133.72
12,경상북도,133.72
13,경상북도,131.43
14,경상북도,154.29
15,경상북도,102.99
16,경상북도,50.5
17,경상북도,50.41
18,경상북도,43.58
19,경상북도,39.32
20,경상북도,57.9
21,경상북도,55.78
22,경상북도,34.35
23,경상북도,7.43
24,경상북도,1.75
1,전라남도,4.57
2,전라남도,2.91
3,전라남도,1.34
4,전라남도,0.72
5,전라남도,0.01
6,전라남도,0.02
7,전라남도,12.64
8,전라남도,130.74
9,전라남도,252.31
10,전라남도,308.54
11,전라남도,176.35
12,전라남도,200.03
13,전라남도,226.74
14,전라남도,268.66
15,전라남도,232.85
16,전라남도,176.53
17,전라남도,231.8
18,전라남도,450.61
19,전라남도,412.09
20,전라남도,348.42
21,전라남도,204.43
22,전라남도,56.8
23,전라남도,5.81
24,전라남도,1.56
1,전라북도,0.84
2,전라북도,0.76
3,전라북도,0.53
4,전라북도,0.07
5,전라북도,0.05
6,전라북도,0.05
7,전라북도,2.96
8,전라북도,21.24
9,전라북도,55
10,전라북도,77.96
11,전라북도,70.72
12,전라북도,78.3
13,전라북도,74.31
14,전라북도,75.54
15,전라북도,75.63
16,전라북도,63.97
17,전라북도,45.85
18,전라북도,50.25
19,전라북도,42.54
20,전라북도,54.47
21,전라북도,43.43
22,전라북도,17.04
23,전라북도,4.35
24,전라북도,0.97
1,충청남도,0.06
2,충청남도,0.05
3,충청남도,0.01
4,충청남도,0.01
5,충청남도,0
6,충청남도,0.01
7,충청남도,5.9
8,충청남도,30.64
9,충청남도,57.02
10,충청남도,121.91
11,충청남도,125.94
12,충청남도,148.47
13,충청남도,124.49
14,충청남도,132.83
15,충청남도,152.09
16,충청남도,121.9
17,충청남도,135.22
18,충청남도,139.6
