거래시간,지역, 태양광 발전량(MWh) 
14,서울시,7.25
15,서울시,6.61
16,서울시,4.61
17,서울시,3.29
18,서울시,1.7
19,서울시,0.44
20,서울시,0
21,서울시,   
22,서울시,   
23,서울시,   
24,서울시,   
1,인천시,   
2,인천시,   
3,인천시,0
4,인천시,   
5,인천시,   
6,인천시,   
7,인천시,0.28
8,인천시,2.12
9,인천시,2.83
10,인천시,7.33
11,인천시,12.39
12,인천시,13.69
13,인천시,17.43
14,인천시,18.32
15,인천시,16.66
16,인천시,13.27
17,인천시,6.52
18,인천시,4.82
19,인천시,2.65
20,인천시,1.41
21,인천시,0.79
22,인천시,0.01
23,인천시,   
24,인천시,   
1,대전시,   
2,대전시,   
3,대전시,   
4,대전시,   
5,대전시,   
6,대전시,   
7,대전시,0.27
8,대전시,1.11
9,대전시,2.13
10,대전시,3.72
11,대전시,5.72
12,대전시,6.27
13,대전시,7.2
14,대전시,6.42
15,대전시,5.08
16,대전시,4.57
17,대전시,3.49
18,대전시,2.25
19,대전시,0.32
20,대전시,   
21,대전시,   
22,대전시,   
23,대전시,   
24,대전시,   
1,광주시,0.28
2,광주시,0.03
3,광주시,0
4,광주시,   
5,광주시,   
6,광주시,0
7,광주시,1.19
8,광주시,6.63
9,광주시,15.44
10,광주시,21.38
11,광주시,26.85
12,광주시,30.86
13,광주시,29.23
14,광주시,26.19
15,광주시,23.64
16,광주시,23.9
17,광주시,16.96
18,광주시,11.04
19,광주시,5.27
20,광주시,1.65
21,광주시,1.71
22,광주시,1.03
23,광주시,0.56
24,광주시,0.18
1,대구시,0
2,대구시,0
3,대구시,   
4,대구시,   
5,대구시,   
6,대구시,0
7,대구시,0.95
8,대구시,4.66
9,대구시,12.35
10,대구시,15.36
11,대구시,17.58
12,대구시,20.33
13,대구시,20.13
14,대구시,20.68
15,대구시,21.56
16,대구시,17.8
17,대구시,12.9
18,대구시,6.89
19,대구시,2.31
20,대구시,3.74
21,대구시,3.06
22,대구시,2.03
23,대구시,0.19
24,대구시,0
1,세종시,   
2,세종시,   
3,세종시,   
4,세종시,   
5,세종시,   
6,세종시,   
7,세종시,0.57
8,세종시,1.7
9,세종시,3.01
10,세종시,4.56
11,세종시,6.72
12,세종시,9.2
13,세종시,9.61
14,세종시,8.52
15,세종시,9.33
16,세종시,7.99
17,세종시,6.86
18,세종시,5.92
19,세종시,2.87
20,세종시,1.94
21,세종시,0.12
22,세종시,   
23,세종시,   
24,세종시,   
1,울산시,   
2,울산시,   
3,울산시,   
4,울산시,   
5,울산시,   
6,울산시,0.01
7,울산시,1.01
8,울산시,5.27
9,울산시,10.56
10,울산시,14.24
11,울산시,16.84
12,울산시,18.39
13,울산시,19.16
14,울산시,17.95
15,울산시,17.08
16,울산시,12.41
17,울산시,9.12
18,울산시,5.19
19,울산시,1.09
20,울산시,0.07
21,울산시,0.03
22,울산시,   
23,울산시,   
24,울산시,   
1,부산시,   
2,부산시,   
3,부산시,   
4,부산시,   
5,부산시,   
6,부산시,0
7,부산시,2.15
8,부산시,11.5
9,부산시,22.89
10,부산시,32.35
11,부산시,35.89
12,부산시,38.91
13,부산시,38.47
14,부산시,38.94
15,부산시,36.84
16,부산시,30.37
17,부산시,21.94
18,부산시,14.16
19,부산시,6.18
20,부산시,2.87
21,부산시,2.05
22,부산시,0.45
23,부산시,   
24,부산시,   
1,경기도,0
2,경기도,   
3,경기도,   
4,경기도,   
5,경기도,   
6,경기도,   
7,경기도,2.63
8,경기도,17.01
9,경기도,34.82
10,경기도,43.45
11,경기도,53
12,경기도,69.05
13,경기도,77.62
14,경기도,82.23
15,경기도,80.93
16,경기도,73.47
17,경기도,58.38
18,경기도,40.28
19,경기도,24.05
20,경기도,14.28
21,경기도,11.15
22,경기도,5.94
23,경기도,1.97
24,경기도,0.28
1,강원도,0.16
2,강원도,0.04
3,강원도,0.02
4,강원도,0
5,강원도,   
6,강원도,0.02
7,강원도,6.81
8,강원도,36.02
9,강원도,84.66
10,강원도,133.53
11,강원도,112.42
12,강원도,125.59
13,강원도,139
14,강원도,143.18
15,강원도,148.28
16,강원도,133
17,강원도,109.66
18,강원도,73.19
19,강원도,58.08
20,강원도,45.96
21,강원도,43.31
22,강원도,26.92
23,강원도,12.23
24,강원도,2.23
1,경상남도,1.2
2,경상남도,0.99
3,경상남도,0.63
4,경상남도,0.45
5,경상남도,0.02
6,경상남도,0
7,경상남도,5.66
8,경상남도,32.32
9,경상남도,73.09
10,경상남도,118.2
11,경상남도,130.2
12,경상남도,142.81
13,경상남도,146.41
14,경상남도,148.87
15,경상남도,152.18
16,경상남도,128.52
17,경상남도,92.87
18,경상남도,60.51
19,경상남도,28.09
20,경상남도,24.55
21,경상남도,18.31
22,경상남도,12.08
23,경상남도,4.87
24,경상남도,1.41
1,경상북도,1.44
2,경상북도,0.72
3,경상북도,0.42
4,경상북도,0.01
5,경상북도,0
6,경상북도,0.1
7,경상북도,12.64
8,경상북도,57.44
9,경상북도,130.12
10,경상북도,194.93
11,경상북도,182.53
12,경상북도,209.7
13,경상북도,217.26
14,경상북도,224.67
15,경상북도,238.06
16,경상북도,206.05
17,경상북도,151.59
18,경상북도,89.69
19,경상북도,55.61
20,경상북도,64.97
21,경상북도,67.02
22,경상북도,50.25
23,경상북도,18.85
24,경상북도,3.86
1,전라남도,7.17
2,전라남도,1.33
3,전라남도,2.93
4,전라남도,0.88
5,전라남도,0.01
6,전라남도,0.08
7,전라남도,30.86
8,전라남도,200.44
9,전라남도,418.82
10,전라남도,599.57
11,전라남도,367.05
12,전라남도,393.02
13,전라남도,421.16
14,전라남도,531.81
15,전라남도,734.82
16,전라남도,706.01
17,전라남도,520.67
18,전라남도,579.32
19,전라남도,454.45
20,전라남도,476.57
21,전라남도,318.31
22,전라남도,176.58
23,전라남도,18.6
24,전라남도,2.88
1,전라북도,1
2,전라북도,0.84
3,전라북도,0.58
4,전라북도,0.08
5,전라북도,0.05
6,전라북도,0.05
7,전라북도,3.6
8,전라북도,27.62
9,전라북도,65.16
10,전라북도,110.19
11,전라북도,106.44
12,전라북도,123.96
13,전라북도,131.45
14,전라북도,148.47
15,전라북도,157.4
16,전라북도,146.25
17,전라북도,117.63
18,전라북도,81.55
19,전라북도,54.15
20,전라북도,62.96
21,전라북도,53.98
22,전라북도,33.3
23,전라북도,10.6
24,전라북도,2.12
1,충청남도,0.46
2,충청남도,0.09
3,충청남도,0.01
4,충청남도,0.01
5,충청남도,0.03
6,충청남도,0.01
7,충청남도,7
8,충청남도,46.71
9,충청남도,117.65
10,충청남도,193.86
11,충청남도,188.28
12,충청남도,225.15
13,충청남도,260.13
14,충청남도,269.98
15,충청남도,316.44
16,충청남도,312.55
17,충청남도,275.03
18,충청남도,202.78
19,충청남도,122.86
20,충청남도,88.88
21,충청남도,73.91
22,충청남도,35.79
23,충청남도,6.99
24,충청남도,1.14
1,충청북도,0.24
2,충청북도,0.14
3,충청북도,0.04
4,충청북도,0.02
5,충청북도,0.02
6,충청북도,0.01
7,충청북도,3.04
8,충청북도,18.29
9,충청북도,42.46
10,충청북도,68.3
11,충청북도,59.14
12,충청북도,70.16
13,충청북도,73.07
14,충청북도,76.94
15,충청북도,84.05
16,충청북도,88.3
17,충청북도,71.04
18,충청북도,67.47
19,충청북도,55.14
20,충청북도,44.62
21,충청북도,26.8
22,충청북도,14.57
23,충청북도,5.68
24,충청북도,2.19
1,제주도,0.03
2,제주도,0
3,제주도,0.01
4,제주도,0
5,제주도,0
6,제주도,0
7,제주도,5.69
8,제주도,38.49
9,제주도,87.95
10,제주도,124.46
11,제주도,141.08
12,제주도,157.63
13,제주도,158.33
14,제주도,139.28
15,제주도,117.79
16,제주도,111.2
17,제주도,86.23
18,제주도,45.36
19,제주도,15.11
20,제주도,8.66
21,제주도,6.62
22,제주도,2.66
23,제주도,0.27
24,제주도,0.08
1,서울시,   
2,서울시,   
3,서울시,   
4,서울시,   
5,서울시,   
6,서울시,   
7,서울시,0.08
8,서울시,0.68
9,서울시,1.67
10,서울시,2.21
11,서울시,4.63
12,서울시,6.11
13,서울시,5.83
14,서울시,5.05
15,서울시,6.47
16,서울시,6.13
17,서울시,4.23
18,서울시,2.25
19,서울시,0.7
20,서울시,0.01
21,서울시,   
22,서울시,   
23,서울시,   
24,서울시,   
1,인천시,   
2,인천시,0
3,인천시,   
4,인천시,   
5,인천시,   
6,인천시,0
7,인천시,0.2
8,인천시,2.21
9,인천시,3.83
10,인천시,5.43
11,인천시,8.51
12,인천시,16.31
13,인천시,20.4
14,인천시,20.87
15,인천시,24.48
16,인천시,21.79
17,인천시,16.93
18,인천시,10.72
19,인천시,3.56
20,인천시,1.56
21,인천시,0.83
22,인천시,0.15
23,인천시,   
24,인천시,   
1,대전시,   
2,대전시,   
3,대전시,   
4,대전시,   
5,대전시,   
6,대전시,0
7,대전시,0.15
8,대전시,0.74
9,대전시,2.32
10,대전시,3.03
11,대전시,4.05
12,대전시,5.05
13,대전시,4.95
14,대전시,5.41
15,대전시,6.28
16,대전시,5.03
17,대전시,4.05
18,대전시,2.56
19,대전시,0.75
20,대전시,0.01
21,대전시,   
22,대전시,   
23,대전시,   
24,대전시,   
1,광주시,0.18
2,광주시,0.03
3,광주시,0
4,광주시,0
5,광주시,   
6,광주시,   
7,광주시,1.31
8,광주시,7.59
9,광주시,14.47
10,광주시,22.68
11,광주시,24.44
12,광주시,28.39
13,광주시,31.47
14,광주시,31.73
15,광주시,31.66
16,광주시,27.01
17,광주시,21.13
18,광주시,11.86
19,광주시,5.36
20,광주시,1.88
21,광주시,1.68
22,광주시,0.97
23,광주시,0.53
24,광주시,0.18
1,대구시,0
2,대구시,0
3,대구시,   
4,대구시,   
5,대구시,   
6,대구시,0
7,대구시,0.85
8,대구시,4.15
9,대구시,11.15
10,대구시,16.09
11,대구시,17.79
12,대구시,20.82
13,대구시,21.19
14,대구시,22.28
15,대구시,20.29
16,대구시,17.38
17,대구시,12.8
18,대구시,7.33
19,대구시,2.71
20,대구시,3.76
21,대구시,3.09
22,대구시,2.04
23,대구시,0.15
24,대구시,0
1,세종시,   
2,세종시,   
3,세종시,   
4,세종시,   
5,세종시,   
6,세종시,   
7,세종시,0.31
8,세종시,2.43
9,세종시,4.17
10,세종시,6.82
11,세종시,6.87
12,세종시,8.85
13,세종시,9.54
14,세종시,8.2
15,세종시,8.33
16,세종시,7.36
17,세종시,7.02
18,세종시,5.74
19,세종시,3.43
20,세종시,2.19
21,세종시,0.3
22,세종시,   
23,세종시,   
24,세종시,   
1,울산시,   
2,울산시,   
3,울산시,   
4,울산시,   
5,울산시,   
6,울산시,   
7,울산시,0.74
8,울산시,4.99
9,울산시,10.4
10,울산시,14.52
11,울산시,17.69
12,울산시,18.19
13,울산시,18.62
14,울산시,18.35
15,울산시,16.47
16,울산시,12.92
17,울산시,7.94
18,울산시,4.04
19,울산시,1.04
20,울산시,0.07
21,울산시,0.02
22,울산시,   
23,울산시,   
24,울산시,   
1,부산시,   
2,부산시,   
3,부산시,   
4,부산시,   
5,부산시,   
6,부산시,0
7,부산시,1.82
8,부산시,10.26
9,부산시,18.5
10,부산시,30.84
11,부산시,34.44
12,부산시,38.08
13,부산시,38.59
14,부산시,36.82
15,부산시,34.96
16,부산시,28.78
17,부산시,18.57
18,부산시,10.61
19,부산시,4.64
20,부산시,2.44
21,부산시,1.63
22,부산시,0.43
23,부산시,0.19
24,부산시,0.19
1,경기도,0.11
2,경기도,   
3,경기도,   
4,경기도,   
5,경기도,   
6,경기도,   
7,경기도,2.1
8,경기도,12.25
9,경기도,29.26
10,경기도,52.7
11,경기도,60.8
12,경기도,76.88
13,경기도,91.1
14,경기도,95.92
15,경기도,95.63
16,경기도,88.97
17,경기도,67.25
18,경기도,42.62
19,경기도,24.4
20,경기도,16.48
21,경기도,12.25
22,경기도,6.37
23,경기도,2.02
24,경기도,0.29
1,강원도,1.02
2,강원도,0.38
3,강원도,0.02
4,강원도,0.02
5,강원도,   
6,강원도,0.03
7,강원도,6.68
8,강원도,38.7
9,강원도,93.17
10,강원도,147.51
11,강원도,130
12,강원도,154.38
13,강원도,161.38
14,강원도,179.45
15,강원도,189.68
16,강원도,177.53
17,강원도,140.06
18,강원도,86.95
19,강원도,72.08
20,강원도,67.98
21,강원도,66.83
22,강원도,32.04
23,강원도,12.87
24,강원도,2.71
1,경상남도,1.33
2,경상남도,0.95
3,경상남도,0.6
4,경상남도,0.43
5,경상남도,0.02
6,경상남도,0
7,경상남도,5.62
8,경상남도,33.03
9,경상남도,79.27
10,경상남도,117.58
11,경상남도,120.5
12,경상남도,133.34
13,경상남도,140.82
14,경상남도,148.04
15,경상남도,149.8
16,경상남도,133.15
17,경상남도,98.74
18,경상남도,64.57
19,경상남도,30.06
20,경상남도,26.36
21,경상남도,19.68
22,경상남도,13.44
23,경상남도,4.41
24,경상남도,1.3
1,경상북도,1.43
2,경상북도,0.71
3,경상북도,0.21
4,경상북도,0.01
5,경상북도,0
6,경상북도,0.06
7,경상북도,9.18
8,경상북도,53.02
9,경상북도,127.96
10,경상북도,207.72
11,경상북도,204.65
12,경상북도,228.26
13,경상북도,241.73
14,경상북도,256.06
15,경상북도,271.89
16,경상북도,235.16
17,경상북도,171.13
18,경상북도,96.99
19,경상북도,51.76
20,경상북도,64.5
21,경상북도,66.49
22,경상북도,50.08
23,경상북도,20.04
24,경상북도,4.22
1,전라남도,1.79
2,전라남도,1.32
3,전라남도,1.29
4,전라남도,0.73
5,전라남도,0.05
6,전라남도,0.04
7,전라남도,23.38
8,전라남도,170.39
9,전라남도,407.83
10,전라남도,665.68
11,전라남도,385.79
12,전라남도,419.78
13,전라남도,442.92
14,전라남도,579.83
15,전라남도,789.23
16,전라남도,666.96
17,전라남도,462.54
18,전라남도,457.45
19,전라남도,344.72
20,전라남도,375.07
21,전라남도,295.96
22,전라남도,165.7
23,전라남도,60.95
24,전라남도,57.32
1,전라북도,0.77
2,전라북도,0.74
3,전라북도,0.52
4,전라북도,0.07
5,전라북도,0.05
6,전라북도,0.04
7,전라북도,5.27
8,전라북도,31.66
9,전라북도,77.3
10,전라북도,129.97
11,전라북도,113.69
12,전라북도,131.39
13,전라북도,141.72
14,전라북도,157.16
15,전라북도,180.29
16,전라북도,159.82
17,전라북도,123.52
18,전라북도,82.9
19,전라북도,54.13
20,전라북도,62.58
21,전라북도,53.65
22,전라북도,33.05
23,전라북도,10.47
24,전라북도,2.24
1,충청남도,0.09
2,충청남도,0.03
3,충청남도,0.01
4,충청남도,0.01
5,충청남도,0
6,충청남도,0.01
7,충청남도,7.75
8,충청남도,50.89
9,충청남도,118.59
10,충청남도,226.54
11,충청남도,212.74
12,충청남도,266.81
13,충청남도,300.08
14,충청남도,336.29
15,충청남도,361.96
16,충청남도,334
17,충청남도,277.89
18,충청남도,202.39
19,충청남도,123.39
20,충청남도,91.99
21,충청남도,74.63
22,충청남도,40.83
23,충청남도,8.31
24,충청남도,1.58
1,충청북도,0.67
2,충청북도,0.13
3,충청북도,0.04
4,충청북도,0.02
5,충청북도,0.02
6,충청북도,0.01
7,충청북도,2.57
8,충청북도,15.4
9,충청북도,37.25
10,충청북도,73.15
11,충청북도,65.26
12,충청북도,75.46
13,충청북도,79.16
14,충청북도,79.57
15,충청북도,91.03
16,충청북도,93.01
17,충청북도,71.46
18,충청북도,60.22
19,충청북도,49.57
20,충청북도,45.31
21,충청북도,31.36
22,충청북도,17.11
23,충청북도,6.6
24,충청북도,1.2
1,제주도,0
2,제주도,0
3,제주도,0
4,제주도,0
5,제주도,0
6,제주도,0
7,제주도,5.65
8,제주도,39.59
9,제주도,92.07
10,제주도,135.38
11,제주도,162.64
12,제주도,174.94
13,제주도,173.72
14,제주도,163.23
15,제주도,147.1
16,제주도,122.62
17,제주도,87.95
18,제주도,48.1
19,제주도,15.57
20,제주도,7.62
21,제주도,5.26
22,제주도,2.08
23,제주도,0.46
24,제주도,0.06
1,서울시,   
2,서울시,   
3,서울시,   
4,서울시,   
5,서울시,   
6,서울시,   
7,서울시,0.3
8,서울시,1.51
9,서울시,2.8
10,서울시,4.08
11,서울시,4.1
12,서울시,6.65
13,서울시,8.13
14,서울시,7.38
15,서울시,7.64
16,서울시,5.61
17,서울시,4.84
18,서울시,2.5
19,서울시,0.61
20,서울시,0.01
21,서울시,   
22,서울시,   
23,서울시,   
24,서울시,   
1,인천시,0
2,인천시,   
3,인천시,   
4,인천시,   
5,인천시,   
6,인천시,   
7,인천시,0.29
8,인천시,2.17
9,인천시,5.14
10,인천시,7.06
11,인천시,10.25
12,인천시,14.05
13,인천시,17.1
14,인천시,18.44
15,인천시,18.43
16,인천시,18.44
17,인천시,17.75
18,인천시,13.04
19,인천시,8.31
20,인천시,2.71
21,인천시,0.83
22,인천시,0.14
23,인천시,0
24,인천시,   
1,대전시,   
2,대전시,   
3,대전시,   
4,대전시,   
5,대전시,   
6,대전시,   
7,대전시,0.12
8,대전시,1.24
9,대전시,2.7
10,대전시,4.56
11,대전시,4.97
12,대전시,5.87
13,대전시,6.95
14,대전시,7.41
15,대전시,6.73
16,대전시,5.66
17,대전시,4.27
18,대전시,2.2
19,대전시,0.52
20,대전시,0
21,대전시,   
22,대전시,   
23,대전시,   
24,대전시,   
1,광주시,0.18
2,광주시,0.03
3,광주시,0
4,광주시,0
5,광주시,   
6,광주시,   
7,광주시,0.36
8,광주시,4.27
9,광주시,14.52
10,광주시,26.45
11,광주시,29.4
12,광주시,33.37
13,광주시,34.7
14,광주시,34.89
15,광주시,33.94
16,광주시,28.4
17,광주시,20.68
18,광주시,11.78
19,광주시,4.95
20,광주시,1.8
21,광주시,1.83
22,광주시,1.04
23,광주시,0.57
24,광주시,0.18
1,대구시,0
2,대구시,0
3,대구시,   
4,대구시,   
5,대구시,   
6,대구시,0
7,대구시,0.94
8,대구시,5.3
9,대구시,11.67
10,대구시,15.75
11,대구시,15.31
12,대구시,18.85
13,대구시,20.78
14,대구시,21.65
15,대구시,21.85
16,대구시,18.4
17,대구시,13.23
18,대구시,7.27
19,대구시,2.4
20,대구시,3.74
21,대구시,3.07
22,대구시,2.03
23,대구시,0.19
24,대구시,0
1,세종시,   
2,세종시,   
3,세종시,   
4,세종시,   
5,세종시,   
6,세종시,   
7,세종시,0.27
8,세종시,1.76
9,세종시,4.41
10,세종시,8.16
11,세종시,9.19
12,세종시,9.72
13,세종시,10.48
14,세종시,9.89
15,세종시,9.69
16,세종시,9.38
17,세종시,7.05
18,세종시,5.78
19,세종시,3.32
20,세종시,2.25
21,세종시,0.83
22,세종시,   
23,세종시,   
24,세종시,   
1,울산시,   
2,울산시,   
3,울산시,   
4,울산시,   
5,울산시,   
6,울산시,0
7,울산시,0.94
8,울산시,4.96
9,울산시,10.61
10,울산시,15.1
11,울산시,17.81
12,울산시,19.46
13,울산시,20.11
14,울산시,19.08
15,울산시,16.5
16,울산시,13.75
17,울산시,9.65
18,울산시,4.69
19,울산시,0.97
20,울산시,0.07
21,울산시,0.03
22,울산시,   
23,울산시,   
24,울산시,   
1,부산시,0.17
2,부산시,   
3,부산시,   
4,부산시,   
5,부산시,   
6,부산시,0
7,부산시,2.02
8,부산시,10.4
9,부산시,21.33
10,부산시,30.91
11,부산시,32.84
12,부산시,36.67
13,부산시,38.1
14,부산시,37.24
15,부산시,35.27
16,부산시,29.21
17,부산시,19.55
18,부산시,11.81
19,부산시,4.8
20,부산시,2.66
21,부산시,1.76
22,부산시,0.43
23,부산시,0.19
24,부산시,0.19
1,경기도,0.11
2,경기도,0.01
3,경기도,   
4,경기도,   
5,경기도,   
6,경기도,0
7,경기도,3.13
8,경기도,18.23
9,경기도,42.43
10,경기도,73.81
11,경기도,78.35
12,경기도,92.47
13,경기도,96.27
14,경기도,103.1
15,경기도,102.01
16,경기도,90.19
17,경기도,68.41
18,경기도,43.59
19,경기도,24.02
20,경기도,17.1
21,경기도,12.39
22,경기도,6.77
23,경기도,2.08
24,경기도,0.27
1,강원도,1.03
2,강원도,0.38
3,강원도,0.02
4,강원도,0.01
5,강원도,   
6,강원도,0.04
7,강원도,7.09
8,강원도,37.03
9,강원도,91.89
10,강원도,150.1
11,강원도,140.21
12,강원도,161.2
13,강원도,166.41
14,강원도,191.13
15,강원도,196.92
16,강원도,175.42
17,강원도,137.1
18,강원도,84.29
19,강원도,71.13
20,강원도,67.36
21,강원도,66.11
22,강원도,30.88
23,강원도,13.28
24,강원도,2.9
1,경상남도,1.35
2,경상남도,0.96
3,경상남도,0.6
4,경상남도,0.43
5,경상남도,0.02
6,경상남도,0
7,경상남도,5.16
8,경상남도,33.11
9,경상남도,81.42
10,경상남도,120.54
11,경상남도,123.07
12,경상남도,135.1
13,경상남도,140.85
14,경상남도,150.7
15,경상남도,153.93
16,경상남도,135.52
17,경상남도,101.15
18,경상남도,66.29
19,경상남도,29.46
20,경상남도,26.32
21,경상남도,19.8
22,경상남도,13.41
23,경상남도,4.93
24,경상남도,1.14
1,경상북도,1.43
2,경상북도,0.71
3,경상북도,0.41
4,경상북도,0.03
5,경상북도,0
6,경상북도,0.07
7,경상북도,11.52
8,경상북도,63.98
9,경상북도,147.56
10,경상북도,231.81
11,경상북도,218.73
12,경상북도,238.7
13,경상북도,246.97
14,경상북도,266.24
15,경상북도,280.37
16,경상북도,239.24
17,경상북도,171.63
18,경상북도,95.09
19,경상북도,51.83
20,경상북도,66.01
21,경상북도,68.29
22,경상북도,50.94
23,경상북도,20.13
24,경상북도,4.07
1,전라남도,5.75
2,전라남도,50.25
3,전라남도,61.47
4,전라남도,44.16
5,전라남도,26.53
6,전라남도,3.82
7,전라남도,27.33
8,전라남도,193.84
9,전라남도,459.23
10,전라남도,691.49
11,전라남도,394.14
12,전라남도,422.46
13,전라남도,453.49
14,전라남도,601.2
15,전라남도,822.01
16,전라남도,723.2
17,전라남도,529.24
18,전라남도,579.36
19,전라남도,452.24
20,전라남도,475.74
21,전라남도,317.08
22,전라남도,150.1
23,전라남도,17.05
24,전라남도,3.89
1,전라북도,0.95
2,전라북도,0.89
3,전라북도,0.56
4,전라북도,0.1
5,전라북도,0.05
6,전라북도,0.05
7,전라북도,6.78
8,전라북도,44.66
9,전라북도,102.01
10,전라북도,152.01
11,전라북도,121.54
12,전라북도,136.78
13,전라북도,145.85
14,전라북도,167.7
15,전라북도,186.34
16,전라북도,161.76
17,전라북도,122.11
18,전라북도,80.65
19,전라북도,52.34
20,전라북도,61.81
21,전라북도,54.23
22,전라북도,33.69
23,전라북도,11.12
24,전라북도,2.38
1,충청남도,0.05
2,충청남도,0.03
3,충청남도,0.01
4,충청남도,0.01
5,충청남도,0
6,충청남도,0.01
7,충청남도,10.65
8,충청남도,74.54
9,충청남도,180.15
10,충청남도,293.18
11,충청남도,261.95
12,충청남도,290.04
13,충청남도,302.51
14,충청남도,346.59
15,충청남도,378.16
16,충청남도,325.1
17,충청남도,269.79
18,충청남도,197.82
19,충청남도,121.99
20,충청남도,93.46
21,충청남도,73.87
22,충청남도,38.85
23,충청남도,7
24,충청남도,1.9
1,충청북도,0.26
2,충청북도,0.12
3,충청북도,0.04
4,충청북도,0.02
5,충청북도,0.02
6,충청북도,0.02
7,충청북도,2.89
8,충청북도,17.49
9,충청북도,44.83
10,충청북도,83.42
11,충청북도,74.48
12,충청북도,85.54
13,충청북도,90.16
14,충청북도,98.12
15,충청북도,116.58
16,충청북도,94.95
17,충청북도,70.25
18,충청북도,57.88
19,충청북도,44.13
20,충청북도,49.21
21,충청북도,31.5
22,충청북도,16
23,충청북도,5.86
24,충청북도,1.03
1,제주도,0.01
2,제주도,0.01
3,제주도,0
4,제주도,0
5,제주도,0
6,제주도,0
7,제주도,5.43
8,제주도,40.77
9,제주도,96.45
10,제주도,143.56
11,제주도,169.28
12,제주도,188.08
13,제주도,196.26
14,제주도,193.57
15,제주도,178.85
16,제주도,149.87
17,제주도,105.51
18,제주도,55.79
19,제주도,15.72
20,제주도,7.93
21,제주도,5.57
22,제주도,2.34
23,제주도,0.98
24,제주도,0.15
1,서울시,   
2,서울시,   
3,서울시,   
4,서울시,   
5,서울시,   
6,서울시,   
7,서울시,0.21
8,서울시,1.68
9,서울시,3.16
10,서울시,4.67
11,서울시,7.35
12,서울시,7.03
13,서울시,7.35
14,서울시,7.81
15,서울시,7.18
16,서울시,6.25
17,서울시,4.62
18,서울시,2.38
19,서울시,0.61
20,서울시,0
21,서울시,   
22,서울시,   
23,서울시,   
24,서울시,   
1,인천시,   
2,인천시,   
3,인천시,   
4,인천시,   
5,인천시,   
6,인천시,0
7,인천시,0.62
8,인천시,3.98
9,인천시,8.86
10,인천시,10.93
11,인천시,13.66
12,인천시,15.59
13,인천시,18.34
14,인천시,18.23
15,인천시,17.64
16,인천시,15.41
17,인천시,15.04
18,인천시,11.98
19,인천시,8.09
20,인천시,2.33
21,인천시,0.81
22,인천시,0.1
23,인천시,   
24,인천시,   
1,대전시,   
2,대전시,   
3,대전시,   
4,대전시,   
5,대전시,   
6,대전시,   
7,대전시,0.18
8,대전시,1.1
9,대전시,2.84
10,대전시,4.84
11,대전시,6.43
12,대전시,7.1
13,대전시,7.53
14,대전시,7.44
15,대전시,6.85
16,대전시,5.91
17,대전시,4.23
18,대전시,1.84
19,대전시,0.46
20,대전시,0
21,대전시,   
22,대전시,   
23,대전시,   
24,대전시,   
1,광주시,0.18
2,광주시,0.03
3,광주시,0
4,광주시,   
5,광주시,   
6,광주시,0
7,광주시,1.25
8,광주시,7.62
9,광주시,18.59
10,광주시,28.04
11,광주시,32.37
12,광주시,35.32
13,광주시,35.69
14,광주시,35.2
15,광주시,34.35
16,광주시,28.52
17,광주시,20.24
18,광주시,10.78
19,광주시,3.94
20,광주시,1.65
21,광주시,1.71
22,광주시,1.05
23,광주시,0.57
24,광주시,0.18
1,대구시,0
2,대구시,0
3,대구시,   
4,대구시,   
5,대구시,   
6,대구시,0
7,대구시,0.95
8,대구시,5.25
9,대구시,11.86
10,대구시,17.79
11,대구시,18.55
12,대구시,20.38
13,대구시,20.92
14,대구시,21.19
15,대구시,21.1
16,대구시,17.83
17,대구시,12.69
18,대구시,6.66
19,대구시,2.34
20,대구시,3.75
21,대구시,3.09
22,대구시,2.08
23,대구시,0.21
24,대구시,0
1,세종시,   
2,세종시,   
3,세종시,   
4,세종시,   
5,세종시,   
6,세종시,0
7,세종시,0.42
8,세종시,1.99
9,세종시,5.47
10,세종시,9.52
11,세종시,10.48
12,세종시,11.49
13,세종시,11.79
14,세종시,12.1
15,세종시,11.99
16,세종시,9.44
17,세종시,6.81
18,세종시,5.93
19,세종시,3.4
20,세종시,2.24
21,세종시,1.17
22,세종시,0.16
23,세종시,   
24,세종시,   
1,울산시,   
2,울산시,   
3,울산시,   
4,울산시,   
5,울산시,   
6,울산시,0
7,울산시,0.97
8,울산시,5.11
9,울산시,10.73
10,울산시,15.12
11,울산시,18.07
12,울산시,19.26
13,울산시,18.89
14,울산시,18.89
15,울산시,17.95
16,울산시,14.89
17,울산시,10.45
18,울산시,4.89
19,울산시,0.85
20,울산시,0.07
21,울산시,0.03
22,울산시,   
23,울산시,   
24,울산시,   
1,부산시,0.17
2,부산시,   
3,부산시,   
4,부산시,   
5,부산시,   
6,부산시,0
7,부산시,2.1
8,부산시,10.55
9,부산시,21.93
10,부산시,31.6
11,부산시,35.04
12,부산시,38
13,부산시,38.69
14,부산시,38.23
15,부산시,36.53
16,부산시,30.06
17,부산시,20.57
18,부산시,11.73
19,부산시,4.5
20,부산시,2.62
21,부산시,1.75
22,부산시,0.56
23,부산시,0.19
24,부산시,0.19
1,경기도,0.04
2,경기도,   
3,경기도,   
4,경기도,   
5,경기도,   
6,경기도,0
7,경기도,3.64
8,경기도,18.15
9,경기도,34.91
10,경기도,62.92
11,경기도,74.25
12,경기도,82.86
